split,index,text,audio_path_list,label
train,0,"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",MMUSED-fallacy/audio_clips/13_1988/726.wav,0
train,1,The fact is that the president is driving the largest deficits in American history.,MMUSED-fallacy/audio_clips/32_2004/562.wav,0
train,2,"He just doesn't understand how the borders work, evidently, to say that. That is an outrageous claim.",MMUSED-fallacy/audio_clips/32_2004/692.wav|MMUSED-fallacy/audio_clips/32_2004/693.wav,0
train,3,I exempt small businesses from having to pay into a kitty.,MMUSED-fallacy/audio_clips/36_2008/633.wav,0
train,4,I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.,MMUSED-fallacy/audio_clips/18_1992/955.wav,0
train,5,"It seems to totally belie the claim that I heard President Carter make a few days ago, that he was the first President that had come forth with a real urban strategy to meet the problems of urban America.",MMUSED-fallacy/audio_clips/8_1980/235.wav,2
train,6,People out there listening know what I believe.,MMUSED-fallacy/audio_clips/29_2004/65.wav,1
train,7,"I remember one day on the floor I said now, gentlemen, let me tax your memories, and Kennedy jumped up and said, why haven't we thought of that before. You know, so one of your liberal friends.",MMUSED-fallacy/audio_clips/22_1996/965.wav|MMUSED-fallacy/audio_clips/22_1996/966.wav,1
train,8,Senator Obama voted against Justice Breyer and Justice Roberts on the grounds that they didn't meet his ideological standards. That's not the way we should judge these nominees.,MMUSED-fallacy/audio_clips/36_2008/710.wav|MMUSED-fallacy/audio_clips/36_2008/711.wav,1
train,9,"His democrat governors — Cuomo in New York, you look at what's going on in California, you look at Pennsylvania, North Carolina, Democrats, Democrats all — they are shut down so tight, and they're dying.",MMUSED-fallacy/audio_clips/46_2020/210.wav,0
train,10,"And she lied. I would be a president for all of the people, African- Americans, the inner cities.",MMUSED-fallacy/audio_clips/42_2016/302.wav|MMUSED-fallacy/audio_clips/42_2016/483.wav,2
train,11,"She's a brilliant woman, and she will bring a lifetime of experience and a sizable American family, to the Supreme Court of the United States.",MMUSED-fallacy/audio_clips/45_2020/588.wav,0
train,12,"Now, that is a tremendous life-saving change which will help people carry on their education and allow them to develop the kinds of skills that will help them succeed in the hi-tech economy of today.",MMUSED-fallacy/audio_clips/26_2000/98.wav,0
train,13,Even with more crude available they're probably not going to be able to do very much by way of producing additional home heating oil for this winter.,MMUSED-fallacy/audio_clips/26_2000/453.wav,0
train,14,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages. And it's a big fight.,MMUSED-fallacy/audio_clips/21_1992/104.wav|MMUSED-fallacy/audio_clips/21_1992/105.wav,0
train,15,"I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back.",MMUSED-fallacy/audio_clips/12_1984/231.wav,0
train,16,I want us to invest in you. I want us to invest in your future.,MMUSED-fallacy/audio_clips/41_2016/31.wav|MMUSED-fallacy/audio_clips/41_2016/32.wav,0
train,17,"Some desperate child needs to have somebody put their arm around them and say, we love you.",MMUSED-fallacy/audio_clips/27_2000/675.wav,0
train,18,My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric. He voted to increase taxes 98 times and to bust the budget 277 times.,MMUSED-fallacy/audio_clips/32_2004/279.wav|MMUSED-fallacy/audio_clips/32_2004/280.wav|MMUSED-fallacy/audio_clips/32_2004/281.wav,2
train,19,"We're going to choose to move forward because we have enormous opportunities, enormous opportunities to make things better.",MMUSED-fallacy/audio_clips/46_2020/1409.wav,0
train,20,I would say that the issue will stay with us as a campaign issue just as long as Senator Kennedy persists in what I think is a fundamental error.,MMUSED-fallacy/audio_clips/4_1960/409.wav,0
train,21,"Of course now the economy is a complete disaster, but Joe Biden on the one hand, did that.",MMUSED-fallacy/audio_clips/45_2020/312.wav,0
train,22,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had. I think that we've had something to do with that, just as we have with the drug problem nationwide.",MMUSED-fallacy/audio_clips/10_1984/341.wav|MMUSED-fallacy/audio_clips/10_1984/342.wav,3
train,23,"Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them and that's exactly what I'm going to do.",MMUSED-fallacy/audio_clips/25_2000/943.wav,5
train,24,"We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",MMUSED-fallacy/audio_clips/12_1984/207.wav|MMUSED-fallacy/audio_clips/12_1984/208.wav,0
train,25,"Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization.",MMUSED-fallacy/audio_clips/36_2008/573.wav,1
train,26,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much. So Ford is leaving.",MMUSED-fallacy/audio_clips/41_2016/63.wav|MMUSED-fallacy/audio_clips/41_2016/64.wav|MMUSED-fallacy/audio_clips/41_2016/65.wav,3
train,27,"And my case to the American people is, if you're happy with inactivity, stay with the horse.",MMUSED-fallacy/audio_clips/27_2000/829.wav,0
train,28,"There's nothing smart about you, Joe.",MMUSED-fallacy/audio_clips/44_2020/516.wav,2
train,29,"First of all Â I want to make it clear, our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world.",MMUSED-fallacy/audio_clips/25_2000/477.wav,0
train,30,"And it just, it brings me to, you know, the eight minutes and 46 seconds that America witnessed, during which an American man was tortured and killed under the knee of an armed, uniformed police officer.",MMUSED-fallacy/audio_clips/45_2020/697.wav,0
train,31,"As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people. Horribly wounded. They'll never be the same.",MMUSED-fallacy/audio_clips/42_2016/234.wav|MMUSED-fallacy/audio_clips/42_2016/235.wav|MMUSED-fallacy/audio_clips/42_2016/236.wav,0
train,32,First let me talk about that joke about religion which I found very distasteful.,MMUSED-fallacy/audio_clips/26_2000/758.wav,0
train,33,I'm very glad to do so.,MMUSED-fallacy/audio_clips/42_2016/371.wav,3
train,34,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work.",MMUSED-fallacy/audio_clips/39_2012/621.wav,0
train,35,"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",MMUSED-fallacy/audio_clips/28_2000/632.wav,0
train,36,And I think it's very damaging to our country for Mr. Ford to have turned over this responsibility to the secretary of state.,MMUSED-fallacy/audio_clips/6_1976/149.wav,0
train,37,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",MMUSED-fallacy/audio_clips/41_2016/100.wav|MMUSED-fallacy/audio_clips/41_2016/101.wav|MMUSED-fallacy/audio_clips/41_2016/102.wav,2
train,38,The great threat to our country is that these haters end up with weapons of mass destruction.,MMUSED-fallacy/audio_clips/31_2004/1249.wav,0
train,39,"Well, Donald, I know you live in your own reality, but that is not the facts.",MMUSED-fallacy/audio_clips/41_2016/249.wav,2
train,40,Who fought against wasteful and earmark spending?,MMUSED-fallacy/audio_clips/33_2008/242.wav,0
train,41,I'm talking about a national mood.,MMUSED-fallacy/audio_clips/2_1960/371.wav,0
train,42,"But for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want.",MMUSED-fallacy/audio_clips/4_1960/205.wav,1
train,43,"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",MMUSED-fallacy/audio_clips/32_2004/417.wav,0
train,44,We spoke a multitude of tongues.,MMUSED-fallacy/audio_clips/8_1980/409.wav,0
train,45,"Go back to the time he was, what, Texas director for George McGovern. George McGovern is a friend of mine, so I don't mean, but he was a liberal, proud liberal.",MMUSED-fallacy/audio_clips/22_1996/880.wav|MMUSED-fallacy/audio_clips/22_1996/881.wav,1
train,46,We have been wholly indifferent to Latin America until the last few months.,MMUSED-fallacy/audio_clips/2_1960/213.wav,0
train,47,"We've had enough of that, ladies and gentlemen.",MMUSED-fallacy/audio_clips/13_1988/164.wav,0
train,48,"And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt.",MMUSED-fallacy/audio_clips/8_1980/344.wav,1
train,49,"Because the reality is that we're going to have a vaccine, Senator, in record time, in unheard of time, in less than a year.",MMUSED-fallacy/audio_clips/45_2020/157.wav,0
train,50,"What we're talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well-equipped, well-trained, well-maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously.",MMUSED-fallacy/audio_clips/13_1988/660.wav|MMUSED-fallacy/audio_clips/13_1988/661.wav|MMUSED-fallacy/audio_clips/13_1988/662.wav,0
train,51,"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse.",MMUSED-fallacy/audio_clips/30_2004/41.wav,1
train,52,So let me summarize by saying this: I'm not satisfied with what we're doing in the cold war because I believe we have to step up our activities and launch an offensive for the minds and hearts and souls of men.,MMUSED-fallacy/audio_clips/2_1960/194.wav,0
train,53,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,MMUSED-fallacy/audio_clips/1_1960/257.wav,1
train,54,And you go visit some of those kids in the hospitals today who were maimed because they don't have the armament.,MMUSED-fallacy/audio_clips/29_2004/196.wav,0
train,55,The problems between races in America must be addressed.,MMUSED-fallacy/audio_clips/23_1996/160.wav,0
train,56,"And it is one of the things I've learned in the White House, is that there's enormous pressure on the president, and he cannot wilt under that pressure. Otherwise, the world won't be better off.",MMUSED-fallacy/audio_clips/29_2004/930.wav|MMUSED-fallacy/audio_clips/29_2004/931.wav,4
train,57,"I have seen four wars in my lifetime. I'm a father of sons; I have a grandson. I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",MMUSED-fallacy/audio_clips/9_1980/37.wav|MMUSED-fallacy/audio_clips/9_1980/38.wav|MMUSED-fallacy/audio_clips/9_1980/39.wav,0
train,58,"There's no doubt that the system needs reform and there are a lot of screwy things that we end up spending money on, and they need to be eliminated.",MMUSED-fallacy/audio_clips/36_2008/229.wav,0
train,59,"I remember a lady in Houston, Texas, told me, ""Reading is the new civil right,"" and she's right.",MMUSED-fallacy/audio_clips/32_2004/753.wav,1
train,60,"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",MMUSED-fallacy/audio_clips/13_1988/504.wav,0
train,61,"This is a great country, but I think it could be a greater country; and this is a powerful country, but I think it could be a more powerful country.",MMUSED-fallacy/audio_clips/1_1960/23.wav,0
train,62,"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.",MMUSED-fallacy/audio_clips/42_2016/23.wav,0
train,63,"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",MMUSED-fallacy/audio_clips/30_2004/219.wav,1
train,64,"We're the richest country on the face of the planet, the only industrialized nation in the world not to do it.",MMUSED-fallacy/audio_clips/32_2004/114.wav,0
train,65,"And then, of course, now I serve in the United States Senate as only the second black woman ever elected to the United States Senate.",MMUSED-fallacy/audio_clips/45_2020/188.wav,0
train,66,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",MMUSED-fallacy/audio_clips/39_2012/559.wav,0
train,67,That's absurd.,MMUSED-fallacy/audio_clips/3_1960/240.wav,0
train,68,The 9/11 Commission put out a report that said America is safer but not yet safe.,MMUSED-fallacy/audio_clips/31_2004/1243.wav,0
train,69,He knows all of the little stinky numbers these guys do.,MMUSED-fallacy/audio_clips/18_1992/887.wav,0
train,70,"This ultimate terrorist threat is the most fearsome of all, and it's part of a pattern where our country must stand firm to control terrorism of all kinds.",MMUSED-fallacy/audio_clips/9_1980/292.wav,0
train,71,"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",MMUSED-fallacy/audio_clips/9_1980/275.wav,1
train,72,"Beyond that, as far as the gold supply is concerned, and as far as the movement of gold is concerned, uh - we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom.",MMUSED-fallacy/audio_clips/3_1960/427.wav,0
train,73,We're on the move.,MMUSED-fallacy/audio_clips/31_2004/1238.wav,0
train,74,The present tax structure is a disgrace to this country; it's just a welfare program for the rich.,MMUSED-fallacy/audio_clips/5_1976/85.wav,0
train,75,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,MMUSED-fallacy/audio_clips/13_1988/706.wav,1
train,76,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America.",MMUSED-fallacy/audio_clips/39_2012/1048.wav,0
train,77,"In my faith tradition, it is -- it's written in the book of Matthew, ""Where your heart is, there is your treasure also.""",MMUSED-fallacy/audio_clips/27_2000/935.wav,5
train,78,"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses.",MMUSED-fallacy/audio_clips/41_2016/505.wav|MMUSED-fallacy/audio_clips/41_2016/506.wav|MMUSED-fallacy/audio_clips/41_2016/507.wav,0
train,79,"And I think the fact that this has become such an important part of your campaign, Senator McCain, says more about your campaign than it says about me.",MMUSED-fallacy/audio_clips/36_2008/423.wav,1
train,80,"And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",MMUSED-fallacy/audio_clips/1_1960/392.wav,1
